corp_nm,corp_gbn,prdct,addr,lon,lat
(주)대진정공,중소기업,소방차,전라북도 완주군 봉동읍 둔산리 863-6번지,127.1150538,35.96283579
(주)동양정공,중소기업,방산품/ 금속문 창/ 셔터 등,전라북도 완주군 봉동읍 둔산리 870-10번지,127.1182188,35.95957915
(주)문화기업,중소기업,휠가공,전라북도 완주군 봉동읍 둔산리 931-3번지,127.1207666,35.95783803
(주)삼진정공,중소기업,너트,전라북도 완주군 봉동읍 둔산리 926-4번지,127.126618,35.95647735
(주)서영,중소기업,스틸파렛트/ 자동차부품 포장 및 물류,전라북도 완주군 봉동읍 장구리 583-8번지,127.1173838,35.96722932
(주)솔라파크코리아,중소기업,태양전지 모듈,전라북도 완주군 봉동읍 둔산리 855-5,127.1261348,35.9692038
(주)수인테크,중소기업,특장차 부품,전라북도 완주군 봉동읍 장구리 579-4,127.1229524,35.97377277
(주)시지트로닉스,중소기업,반도체 트랜지스터,전라북도 완주군 봉동읍 장구리 586-2번지,127.1121182,35.96936516
(주)신화,중소기업,포장육,전라북도 완주군 봉동읍 구암리 807-5번지,127.1068493,35.95055037
(주)아시아,중소기업,금속재울타리,전라북도 완주군 봉동읍 장구리 583-10번지,127.1140015,35.96716094
(주)아이씨엠씨,중소기업,자동차부품(bus body),전라북도 완주군 봉동읍 용암리 824번지,127.1266246,35.94200747
(주)아이씨엠씨 3공장,중소기업,자동차 부품,전라북도 완주군 봉동읍 장구리 578-7번지,127.120279,35.97127428
(주)아이씨엠씨 전주공장,중소기업,자동차부품,전라북도 완주군 봉동읍 용암리 825-4번지,127.1304912,35.9422436
(주)알에프세미,중소기업,마이크용 반도체 칩,전라북도 완주군 봉동읍 둔산리 948-7번지,127.1238639,35.95030718
(주)알에프세미,중소기업,일반조명장치,전라북도 완주군 봉동읍 둔산리 868-4 제2공장,127.1166779,35.95981832
(주)알트론전주,중소기업,자동차 휠,전라북도 완주군 봉동읍 둔산리 931-3번지,127.1207666,35.95783803
(주)엘앤티,중소기업,물류서비스,전라북도 완주군 봉동읍 장구리 582-4번지,127.1171221,35.97315756
(주)엠스코 전주공장,중소기업,커넥터 등,전라북도 완주군 봉동읍 둔산리 926-18번지,127.1275364,35.95897948
(주)오디텍,중소기업,photo 다이오드칩/광센서모듈/소자/유니트/ 조명장치,전라북도 완주군 봉동읍 용암리 809-1번지,127.1259704,35.9443668
(주)오디텍,중소기업,LED모듈/ 센서모듈개발,전라북도 완주군 봉동읍 둔산리 864-11번지,127.1210014,35.96594606
(주)울트라,중소기업,BUS ROOF,전라북도 완주군 봉동읍 용암리 792번지 (완주산업단지),127.1401599,35.94647331
(주)원진알미늄,중소기업,알루미늄압연/ 커튼월/ 난간/펜스,전라북도 완주군 봉동읍 용암리 774-1번지 (완주산업단지),127.1180552,35.94785778
(주)원효정공,중소기업,현가장치,전라북도 완주군 봉동읍 둔산리 870-7번지,127.1185127,35.96051705
(주)정석케미칼,중소기업,공업용 건축용 도료,전라북도 완주군 봉동읍 용암리 835번지 (완주산업단지),127.139021,35.94294033
(주)제이앤디,중소기업,전착 및 액상/ 분체도장,전라북도 완주군 봉동읍 용암리 850번지,127.1332798,35.93878869
(주)팔마,중소기업,수로관(흄관),전라북도 완주군 봉동읍 장구리 43-1번지,127.1287181,35.97300139
(주)폴라리스우노,중소기업,가발용원사,전라북도 완주군 봉동읍 용암리 774-2번지,127.1184386,35.94715155
(주)폴라리스우노 연구소,중소기업,연구소/ 연구개발품 시험생산 (합성섬유 제조),전라북도 완주군 봉동읍 둔산리 852-4번지,127.1212514,35.96779173
(주)하이엘,중소기업,써미스터/바리스터,전라북도 완주군 봉동읍 장구리 579-2번지,127.1223802,35.97460304
(주)한솔케미칼,중소기업,과산화수소/라텍스/요소수지/승화형필름/PAM,전라북도 완주군 봉동읍 용암리 776번지,127.1236652,35.94815189
(주)한호 제2공장,중소기업,버스내장재(천정/벽면),전라북도 완주군 봉동읍 용암리 802-18번지,127.130328,35.9463465
광주윈테크(주),중소기업,자동차 부품,전라북도 완주군 봉동읍 둔산리 870-5번지,127.1193693,35.95953926
다산기공(주),중소기업,자동차부품/ 총기부품,전라북도 완주군 봉동읍 장구리 582-8번지,127.1154026,35.9714412
다산기공(주) 제1공장,중소기업,자동차부품류/ 산업기계부품/총기부품등,전라북도 완주군 봉동읍 둔산리 931-9번지,127.1187674,35.95585361
대륜산업(주),중소기업,환풍기/ 송풍기,전라북도 완주군 봉동읍 둔산리 926-3번지,127.1305312,35.95600082
대림씨앤씨 주식회사,중소기업,Connecting-rod/ Cam-shaft 등,전라북도 완주군 봉동읍 장구리 581-6번지,127.117402,35.97426202
대림씨앤씨주식회사,중소기업,자동차부품,전라북도 완주군 봉동읍 둔산리 948-3번지,127.1239733,35.95142451
동해금속(주),중소기업,BUS FRAME,전라북도 완주군 봉동읍 용암리 825-1번지 (완주산업단지),127.1296305,35.94341984
디엘에프엔씨(주),중소기업,OPP FILM,전라북도 완주군 봉동읍 용암리 843 번지,127.1283139,35.94032928
럭스피아(주),중소기업,L.E.D,전라북도 완주군 봉동읍 둔산리 948-1번지,127.1226033,35.95509514
메딕스제약(주),중소기업,완제의약품,전라북도 완주군 봉동읍 둔산리 870-1번지,127.1175166,35.96145631
미원상사(주)전주1공장,중소기업,감광재료,전라북도 완주군 봉동읍 용암리 834번지,127.1394032,35.9416284
미원스페셜티케미칼 주식회사,중소기업,도료첨가제,전라북도 완주군 봉동읍 용암리 834,127.1394032,35.9416284
성현공업주식회사,중소기업,자동차차체용부품,전라북도 완주군 봉동읍 용암리 798 번지,127.1412129,35.94519709
성협공업(주),중소기업,플로아/ 프론트/ 필라,전라북도 완주군 봉동읍 용암리 850-1번지,127.1329124,35.93798672
신한방직(주),중소기업,화섬사/혼방사/면사,전라북도 완주군 이서면 은교리 843번지 신한방,127.0080382,35.81195794
아데카코리아(주),중소기업,ADK STAB A0-50/ A0-60,전라북도 완주군 봉동읍 용암리 839번지,127.131919,35.94067181
애경유화(주),중소기업,2차전지용 음극화물질 등,전라북도 완주군 봉동읍 둔산리 852-2번지,127.1236997,35.96940695
에스피테크(유),중소기업,클러치/ 페달,전라북도 완주군 봉동읍 둔산리 870-4번지,127.1186962,35.96132123
에이프로시스템즈(주),중소기업,발광다이오드,전라북도 완주군 봉동읍 둔산리 863-4번지,127.1198303,35.96682486
에프엘에스정공(주),중소기업,자동차부품/ 금형 및 프레스,전라북도 완주군 봉동읍 장구리 674,127.1089733,35.96466188
엑센도주식회사,중소기업,광센서,전라북도 완주군 봉동읍 둔산리 863-4번지,127.1198303,35.96682486
우신산업(주),중소기업,연료탱크/ 도장품,전라북도 완주군 봉동읍 용암리 825-5 번지,127.1293435,35.94224331
유스타,중소기업,화장품 마스크팩,전라북도 완주군 이서면 이문리 711번지 전북대학교창업보육3센터 2동 1층,127.0143447,35.82182536
유한회사 남신하이텍,중소기업,금속함,전라북도 완주군 봉동읍 둔산리 924-26,127.1323462,35.95622738
유한회사 두리,중소기업,자동차 엔진용 부품,전라북도 완주군 봉동읍 장구리 581-1,127.1139208,35.97431954
유한회사 보광산업,중소기업,캠피스/ 캠/ 샤프트 가공 등,전라북도 완주군 봉동읍 장구리 580-11,127.11906,35.96904691
유한회사 혁신산업개발,중소기업,알미늄창호외/ 금속제도어외/ 경량구조물외,전라북도 완주군 용진읍 구억리 576-1,127.1688333,35.86800155
율천공업(주) 2공장,중소기업,트랙터 후드 ass'y/ 조향장치/ 운전석 모듈,전라북도 완주군 봉동읍 용암리 802 한국차제주식회사,127.1303308,35.94560919
일진하이솔루스 주식회사,중소기업,CNG/수소 차량연료 탱크,전라북도 완주군 봉동읍 용암리 802-15번지,127.128921,35.946016
주식회사 그레잇타임,중소기업,가로수 보호대,전라북도 완주군 봉동읍 둔산리 948-11번지,127.1225834,35.95473584
주식회사 에스엠코어 전주공장,중소기업,스테카 크레인/ 콘베이어/ RGV,전라북도 완주군 봉동읍 용암리 803번지,127.1262435,35.94605751
주식회사 케이씨씨실리콘 전주공장,중소기업,실리콘/ 실란트,전라북도 완주군 봉동읍 용암리 844번지 완주산업단지,127.1222196,35.94038494
주식회사 팜한농 전주공장,중소기업,농약,전라북도 완주군 봉동읍 용암리 841번지,127.1341817,35.94043966
콘티테크플로이드코리아 유한회사,중소기업,실리콘 호스,전라북도 완주군 봉동읍 둔산리 931-8번지,127.118761,35.95661552
폴린트컴포지트코리아주식회사,중소기업,불포화 폴리에스테르 수지,전라북도 완주군 봉동읍 용암리 821-1번지,127.1240974,35.94265711
하이즈복합재산업 주식회사,중소기업,항공기용 부품,전라북도 완주군 봉동읍 둔산리 948-13번지,127.1247485,35.95486384
하이트진로(주)전주공장,중소기업,맥주/ 맥주박/ 곡물류(등외맥/ 부유맥/ 맥피),전라북도 완주군 용진읍 신지리 1256번지,127.1774778,35.91904175
한국앤컴퍼니(주),중소기업,축전지/아스트라,전라북도 완주군 봉동읍 용암리 848-1번지 (완주산업단지),127.1304643,35.93771336
한국차체(주),중소기업,트럭적재함/ 특장차,전라북도 완주군 봉동읍 둔산리 931-4,127.120624,35.95630544
한국프라임제약(주),중소기업,일반용 의약품,전라북도 완주군 봉동읍 둔산리 865-1번지 한국프라임제약,127.1174326,35.96217756
(유)농업회사법인 에녹식품,중소기업,치킨 무,전라북도 완주군 봉동읍 은하율소로 165,127.1711686,35.95237317
(주)대성디에스아이,중소기업,농기계부품,전라북도 완주군 봉동읍 우동로 47 ,127.1173244,35.97035677
(주)대창엠코,중소기업,트랙터 캐빈,전라북도 완주군 봉동읍 테크노밸리1로 61,127.1184639,35.96784201
(주)대현,중소기업,가로등주 및 신호등주 제작,전라북도 완주군 봉동읍 테크노밸리로 440,127.1130211,35.96452196
(주)동의테크,중소기업,엔진헤드,전라북도 완주군 봉동읍 테크노밸리로 505,127.112255,35.9703034
(주)에스디에이치,중소기업,버스프레임,전라북도 완주군 봉동읍 둔산1로 18-3,127.1224886,35.95373871
(주)와이에이치에스앤티,중소기업,농기계부품/ 자동차 물류 기기/ 구조용 금속제품 제조업,전라북도 완주군 봉동읍 첨단산업1로 50,127.1078675,35.96596048
국민섬유합판(주),중소기업,조립식건축물 완부자재,전라북도 완주군 구이면 계곡리 537,127.1124625,35.66190471
반석콘크리트,중소기업,콘크리트벽돌/ 블럭,전라북도 완주군 삼례읍 수계리 387-25,127.1229366,35.93761721
윤공장,중소기업,쌀/ 보리,전라북도 완주군 삼례읍 평동로 1718-5,127.0563984,35.90459949
첨단광고,중소기업,간판 및 현수막,전라북도 완주군 삼례읍 삼례역로 42-1,127.0687494,35.90847581
해동스틸,중소기업,금속 방범창/ 셔터/ 경량골조,전라북도 완주군 삼례읍 수계리 382-37,127.1210799,35.93897862
